paper_experiment_id,paper_group,benchmark,stage,split,history_index,loop_id,selected,derived,dataset,metric,value,unit,formula
base/7b/aime25,base-7b,aime25,final,test,,,True,True,__paper_aggregate__,accuracy,0.0,percent,mean accuracy across configured views
base/7b/aime25,base-7b,aime25,final,test,,,True,False,aime2025,accuracy,0.0,,
base/7b/aime25,base-7b,aime25,final,validation,,,True,True,__paper_aggregate__,accuracy,0.0,percent,mean accuracy across configured views
base/7b/aime25,base-7b,aime25,final,validation,,,True,False,aime2025,accuracy,0.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,True,__paper_aggregate__,accuracy,21.11,percent,"unweighted mean correct_rate across add, delete, and substitute"
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,correct_count,1.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,correct_rate,10.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,tanimoto_similarity,24.89,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,total_count,10.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,valid_count,5.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_add,valid_rate,50.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,correct_count,3.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,correct_rate,30.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,tanimoto_similarity,43.9,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,total_count,10.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,valid_count,8.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_delete,valid_rate,80.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,correct_count,7.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,correct_rate,23.33,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,tanimoto_similarity,37.81,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,total_count,30.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,valid_count,20.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,test,,,True,False,chemcotbench_mol_edit_sub,valid_rate,66.67,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,True,__paper_aggregate__,accuracy,30.0,percent,"unweighted mean correct_rate across add, delete, and substitute"
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,correct_count,3.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,correct_rate,30.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,tanimoto_similarity,30.31,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,total_count,10.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,valid_count,5.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_add,valid_rate,50.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,correct_count,4.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,correct_rate,40.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,tanimoto_similarity,26.97,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,total_count,10.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,valid_count,6.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_delete,valid_rate,60.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,correct_count,6.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,correct_rate,20.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,tanimoto_similarity,38.97,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,total_count,30.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,valid_count,19.0,,
base/7b/chemcotbench_mol_edit,base-7b,chemcotbench_mol_edit,final,validation,,,True,False,chemcotbench_mol_edit_sub,valid_rate,63.33,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,True,__paper_aggregate__,success_rate,23.0,percent,unweighted mean success_rate across six optimization views
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,True,__paper_aggregate__,valid_smiles_rate,66.0,percent,unweighted mean valid_smiles_rate across six optimization views
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,scaffold_hard,20.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,scaffold_soft,40.36,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,valid_smiles_rate,70.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,scaffold_hard,28.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,scaffold_soft,40.23,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,valid_smiles_rate,60.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,scaffold_hard,12.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,scaffold_soft,22.58,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,valid_smiles_rate,54.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,best_rate,20.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,mean_improvement,0.07,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,scaffold_hard,52.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,scaffold_soft,64.49,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,success_rate,40.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,valid_score_rate,74.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,valid_smiles_rate,74.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,best_rate,18.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,mean_improvement,0.1,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,scaffold_hard,20.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,scaffold_soft,35.02,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,success_rate,52.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,valid_score_rate,68.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,valid_smiles_rate,68.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,best_rate,30.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,mean_improvement,0.49,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,scaffold_hard,20.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,scaffold_soft,39.33,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,success_rate,46.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,valid_score_rate,70.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,valid_smiles_rate,70.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,True,__paper_aggregate__,success_rate,21.0,percent,unweighted mean success_rate across six optimization views
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,True,__paper_aggregate__,valid_smiles_rate,67.66666666666667,percent,unweighted mean valid_smiles_rate across six optimization views
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,scaffold_hard,26.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,scaffold_soft,47.41,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,valid_smiles_rate,70.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,scaffold_hard,8.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,scaffold_soft,25.3,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,valid_smiles_rate,56.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,best_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,mean_improvement,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,scaffold_hard,16.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,scaffold_soft,32.05,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,success_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,valid_score_rate,0.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,valid_smiles_rate,70.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,best_rate,14.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,mean_improvement,-0.04,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,scaffold_hard,44.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,scaffold_soft,57.52,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,success_rate,28.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,valid_score_rate,76.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,valid_smiles_rate,76.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,best_rate,12.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,mean_improvement,0.1,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,scaffold_hard,22.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,scaffold_soft,32.6,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,success_rate,44.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,valid_score_rate,58.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,valid_smiles_rate,58.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,best_rate,42.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,mean_improvement,0.7,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,scaffold_hard,20.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,scaffold_soft,38.38,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,success_rate,54.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,total_count,50.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,valid_score_rate,76.0,,
base/7b/chemcotbench_mol_opt,base-7b,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,valid_smiles_rate,76.0,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,True,__paper_aggregate__,accuracy,62.665,percent,mean accuracy of equivalence and ring_system_scaffold
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,True,__paper_aggregate__,mae,0.5800000000000001,absolute,mean MAE of fg_count and ring_count
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,True,__paper_aggregate__,tanimoto_similarity,0.13,ratio,Murcko scaffold Tanimoto similarity
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,False,chemcotbench_mol_und_Murcko_scaffold,tanimoto_similarity_larger_means_better,0.13,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,False,chemcotbench_mol_und_equivalence,accuracy,62.0,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,False,chemcotbench_mol_und_fg_count,mae,0.26,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,False,chemcotbench_mol_und_ring_count,mae,0.9,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,test,,,True,False,chemcotbench_mol_und_ring_system_scaffold,accuracy,63.33,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,True,__paper_aggregate__,accuracy,56.0,percent,mean accuracy of equivalence and ring_system_scaffold
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,True,__paper_aggregate__,mae,0.52,absolute,mean MAE of fg_count and ring_count
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,True,__paper_aggregate__,tanimoto_similarity,0.09,ratio,Murcko scaffold Tanimoto similarity
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,False,chemcotbench_mol_und_Murcko_scaffold,tanimoto_similarity_larger_means_better,0.09,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,False,chemcotbench_mol_und_equivalence,accuracy,52.0,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,False,chemcotbench_mol_und_fg_count,mae,0.34,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,False,chemcotbench_mol_und_ring_count,mae,0.7,,
base/7b/chemcotbench_mol_und,base-7b,chemcotbench_mol_und,final,validation,,,True,False,chemcotbench_mol_und_ring_system_scaffold,accuracy,60.0,,
base/7b/chemcotbench_reaction,base-7b,chemcotbench_reaction,final,test,,,True,True,__paper_aggregate__,accuracy,32.0,percent,mechanism-selection accuracy
base/7b/chemcotbench_reaction,base-7b,chemcotbench_reaction,final,test,,,True,True,__paper_aggregate__,fingerprint_similarity,14.83,percent,"mean Morgan fingerprint similarity of fs, retro, and nepp"
base/7b/chemcotbench_reaction,base-7b,chemcotbench_reaction,final,test,,,True,False,chemcotbench_reaction_fs,bleu,45.04,,
base/7b/chemcotbench_reaction,base-7b,chemcotbench_reaction,final,test,,,True,False,chemcotbench_reaction_fs,exact_match,0.0,,
