paper_group,benchmark,target_model,planner,data_limit,split,metric,label,unit,higher_is_better,n,expected_n,mean,std,experiment_ids
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,0,65.89,8.922391775751617,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,mae,MAE,absolute,False,3,0,0.68,0.7989993742175272,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,tanimoto_similarity,TMS,ratio,True,3,0,0.3066666666666667,0.08082903768654762,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,0,64.55666666666667,7.647706083090105,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,mae,MAE,absolute,False,3,0,0.59,0.5896609195122228,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,tanimoto_similarity,TMS,ratio,True,3,0,0.2733333333333334,0.049328828623162485,"['ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2', 'ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3']"
,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,0,38.666666666666664,34.31229128655406,"['ft-agent/rslora-paired/main/chemcotbench_reaction/run-1', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-2', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-3']"
,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,fingerprint_similarity,FTS,percent,True,3,0,9.707777777777778,12.392332904454062,"['ft-agent/rslora-paired/main/chemcotbench_reaction/run-1', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-2', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-3']"
,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,0,45.333333333333336,32.88363321370273,"['ft-agent/rslora-paired/main/chemcotbench_reaction/run-1', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-2', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-3']"
,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,fingerprint_similarity,FTS,percent,True,3,0,7.719999999999999,11.72329731773446,"['ft-agent/rslora-paired/main/chemcotbench_reaction/run-1', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-2', 'ft-agent/rslora-paired/main/chemcotbench_reaction/run-3']"
,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,macro_f1,F1,percent,True,3,0,37.916666666666664,8.008004329003159,"['ft-agent/rslora-paired/main/panorama_noc4pc/run-1', 'ft-agent/rslora-paired/main/panorama_noc4pc/run-2', 'ft-agent/rslora-paired/main/panorama_noc4pc/run-3']"
,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,macro_f1,F1,percent,True,3,0,37.666666666666664,11.40017689921228,"['ft-agent/rslora-paired/main/panorama_noc4pc/run-1', 'ft-agent/rslora-paired/main/panorama_noc4pc/run-2', 'ft-agent/rslora-paired/main/panorama_noc4pc/run-3']"
,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,macro_f1,F1,percent,True,3,0,72.52333333333333,0.8607748447377679,"['ft-agent/rslora-paired/main/panorama_par4pc/run-1', 'ft-agent/rslora-paired/main/panorama_par4pc/run-2', 'ft-agent/rslora-paired/main/panorama_par4pc/run-3']"
,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,macro_f1,F1,percent,True,3,0,74.96333333333332,0.5958467364459928,"['ft-agent/rslora-paired/main/panorama_par4pc/run-1', 'ft-agent/rslora-paired/main/panorama_par4pc/run-2', 'ft-agent/rslora-paired/main/panorama_par4pc/run-3']"
,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,gold_hit_rate,Acc,percent,True,3,0,54.0,4.358898943540674,"['ft-agent/rslora-paired/main/panorama_pi4pc/run-1', 'ft-agent/rslora-paired/main/panorama_pi4pc/run-2', 'ft-agent/rslora-paired/main/panorama_pi4pc/run-3']"
,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,gold_hit_rate,Acc,percent,True,3,0,53.666666666666664,5.507570547286102,"['ft-agent/rslora-paired/main/panorama_pi4pc/run-1', 'ft-agent/rslora-paired/main/panorama_pi4pc/run-2', 'ft-agent/rslora-paired/main/panorama_pi4pc/run-3']"
,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,0,29.790666666666667,1.3278649529727535,"['ft-agent/rslora-paired/main/tablebench_data_analysis/run-1', 'ft-agent/rslora-paired/main/tablebench_data_analysis/run-2', 'ft-agent/rslora-paired/main/tablebench_data_analysis/run-3']"
,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,0,35.175333333333334,1.6676886200167365,"['ft-agent/rslora-paired/main/tablebench_data_analysis/run-1', 'ft-agent/rslora-paired/main/tablebench_data_analysis/run-2', 'ft-agent/rslora-paired/main/tablebench_data_analysis/run-3']"
,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,0,61.10999999999999,8.42147849252137,"['ft-agent/rslora-paired/main/tablebench_fact_checking/run-1', 'ft-agent/rslora-paired/main/tablebench_fact_checking/run-2', 'ft-agent/rslora-paired/main/tablebench_fact_checking/run-3']"
,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,0,71.52666666666666,11.476324905357698,"['ft-agent/rslora-paired/main/tablebench_fact_checking/run-1', 'ft-agent/rslora-paired/main/tablebench_fact_checking/run-2', 'ft-agent/rslora-paired/main/tablebench_fact_checking/run-3']"
,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,0,20.0,10.583005244258363,"['ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-1', 'ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-2', 'ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-3']"
,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,0,29.666666666666668,8.082903768654761,"['ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-1', 'ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-2', 'ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-3']"
,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,pass_at_1,P@1,percent,True,3,0,9.333333333333334,10.066445913694333,"['ft-agent/rslora-paired/main/tablebench_visualization/run-1', 'ft-agent/rslora-paired/main/tablebench_visualization/run-2', 'ft-agent/rslora-paired/main/tablebench_visualization/run-3']"
,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,pass_at_1,P@1,percent,True,3,0,6.666666666666667,6.110100926607787,"['ft-agent/rslora-paired/main/tablebench_visualization/run-1', 'ft-agent/rslora-paired/main/tablebench_visualization/run-2', 'ft-agent/rslora-paired/main/tablebench_visualization/run-3']"
ft-agent-main,FinanceIQ_gen,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,65.19366666666666,0.1154700538379268,"['ft-agent/main/FinanceIQ_gen/run-1', 'ft-agent/main/FinanceIQ_gen/run-2', 'ft-agent/main/FinanceIQ_gen/run-3']"
ft-agent-main,FinanceIQ_gen,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,74.345,0.0,"['ft-agent/main/FinanceIQ_gen/run-1', 'ft-agent/main/FinanceIQ_gen/run-2', 'ft-agent/main/FinanceIQ_gen/run-3']"
ft-agent-main,aime25,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,2.223333333333333,3.850926295494804,"['ft-agent/main/aime25/run-1', 'ft-agent/main/aime25/run-2', 'ft-agent/main/aime25/run-3']"
ft-agent-main,aime25,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,2.223333333333333,3.850926295494804,"['ft-agent/main/aime25/run-1', 'ft-agent/main/aime25/run-2', 'ft-agent/main/aime25/run-3']"
ft-agent-main,chemcotbench_mol_edit,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,51.852222222222224,6.318664005532726,"['ft-agent/main/chemcotbench_mol_edit/run-1', 'ft-agent/main/chemcotbench_mol_edit/run-2', 'ft-agent/main/chemcotbench_mol_edit/run-3']"
ft-agent-main,chemcotbench_mol_edit,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,50.74111111111111,16.19025266885855,"['ft-agent/main/chemcotbench_mol_edit/run-1', 'ft-agent/main/chemcotbench_mol_edit/run-2', 'ft-agent/main/chemcotbench_mol_edit/run-3']"
ft-agent-main,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,success_rate,SR,percent,True,3,3,33.11111111111111,3.0792014356780033,"['ft-agent/main/chemcotbench_mol_opt/run-1', 'ft-agent/main/chemcotbench_mol_opt/run-2', 'ft-agent/main/chemcotbench_mol_opt/run-3']"
ft-agent-main,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,valid_smiles_rate,VS,percent,True,3,3,79.8888888888889,4.018475848894472,"['ft-agent/main/chemcotbench_mol_opt/run-1', 'ft-agent/main/chemcotbench_mol_opt/run-2', 'ft-agent/main/chemcotbench_mol_opt/run-3']"
ft-agent-main,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,success_rate,SR,percent,True,3,3,33.0,1.7638342073763928,"['ft-agent/main/chemcotbench_mol_opt/run-1', 'ft-agent/main/chemcotbench_mol_opt/run-2', 'ft-agent/main/chemcotbench_mol_opt/run-3']"
ft-agent-main,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,valid_smiles_rate,VS,percent,True,3,3,77.22222222222223,2.501851166488384,"['ft-agent/main/chemcotbench_mol_opt/run-1', 'ft-agent/main/chemcotbench_mol_opt/run-2', 'ft-agent/main/chemcotbench_mol_opt/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,64.88833333333334,2.7152179163620245,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,mae,MAE,absolute,False,3,3,0.34,0.22649503305812252,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,tanimoto_similarity,TMS,ratio,True,3,3,0.17666666666666667,0.050332229568471665,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,58.555,3.8638161188131095,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,mae,MAE,absolute,False,3,3,0.31,0.18193405398660253,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,tanimoto_similarity,TMS,ratio,True,3,3,0.18000000000000002,0.09000000000000001,"['ft-agent/main/chemcotbench_mol_und/run-1', 'ft-agent/main/chemcotbench_mol_und/run-2', 'ft-agent/main/chemcotbench_mol_und/run-3']"
ft-agent-main,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,36.0,8.717797887081348,"['ft-agent/main/chemcotbench_reaction/run-1', 'ft-agent/main/chemcotbench_reaction/run-2', 'ft-agent/main/chemcotbench_reaction/run-3']"
ft-agent-main,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,fingerprint_similarity,FTS,percent,True,3,3,12.411111111111111,4.358142230779499,"['ft-agent/main/chemcotbench_reaction/run-1', 'ft-agent/main/chemcotbench_reaction/run-2', 'ft-agent/main/chemcotbench_reaction/run-3']"
ft-agent-main,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,38.0,3.4641016151377544,"['ft-agent/main/chemcotbench_reaction/run-1', 'ft-agent/main/chemcotbench_reaction/run-2', 'ft-agent/main/chemcotbench_reaction/run-3']"
ft-agent-main,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,fingerprint_similarity,FTS,percent,True,3,3,12.266666666666667,5.104021290446713,"['ft-agent/main/chemcotbench_reaction/run-1', 'ft-agent/main/chemcotbench_reaction/run-2', 'ft-agent/main/chemcotbench_reaction/run-3']"
ft-agent-main,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,macro_f1,F1,percent,True,3,3,27.80666666666667,3.3736379967823047,"['ft-agent/main/panorama_noc4pc/run-1', 'ft-agent/main/panorama_noc4pc/run-2', 'ft-agent/main/panorama_noc4pc/run-3']"
ft-agent-main,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,macro_f1,F1,percent,True,3,3,23.203333333333333,4.054285798181147,"['ft-agent/main/panorama_noc4pc/run-1', 'ft-agent/main/panorama_noc4pc/run-2', 'ft-agent/main/panorama_noc4pc/run-3']"
ft-agent-main,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,macro_f1,F1,percent,True,3,3,73.18333333333334,0.7466145815166847,"['ft-agent/main/panorama_par4pc/run-1', 'ft-agent/main/panorama_par4pc/run-2', 'ft-agent/main/panorama_par4pc/run-3']"
ft-agent-main,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,macro_f1,F1,percent,True,3,3,74.50999999999999,0.3915354390090391,"['ft-agent/main/panorama_par4pc/run-1', 'ft-agent/main/panorama_par4pc/run-2', 'ft-agent/main/panorama_par4pc/run-3']"
ft-agent-main,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,gold_hit_rate,Acc,percent,True,3,3,48.333333333333336,9.237604307034012,"['ft-agent/main/panorama_pi4pc/run-1', 'ft-agent/main/panorama_pi4pc/run-2', 'ft-agent/main/panorama_pi4pc/run-3']"
ft-agent-main,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,gold_hit_rate,Acc,percent,True,3,3,53.666666666666664,4.618802153517006,"['ft-agent/main/panorama_pi4pc/run-1', 'ft-agent/main/panorama_pi4pc/run-2', 'ft-agent/main/panorama_pi4pc/run-3']"
ft-agent-main,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,32.58866666666667,1.1212142227662554,"['ft-agent/main/tablebench_data_analysis/run-1', 'ft-agent/main/tablebench_data_analysis/run-2', 'ft-agent/main/tablebench_data_analysis/run-3']"
ft-agent-main,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,34.327999999999996,1.420281662206484,"['ft-agent/main/tablebench_data_analysis/run-1', 'ft-agent/main/tablebench_data_analysis/run-2', 'ft-agent/main/tablebench_data_analysis/run-3']"
ft-agent-main,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,77.08,0.0,"['ft-agent/main/tablebench_fact_checking/run-1', 'ft-agent/main/tablebench_fact_checking/run-2', 'ft-agent/main/tablebench_fact_checking/run-3']"
ft-agent-main,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,81.25,0.0,"['ft-agent/main/tablebench_fact_checking/run-1', 'ft-agent/main/tablebench_fact_checking/run-2', 'ft-agent/main/tablebench_fact_checking/run-3']"
ft-agent-main,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,accuracy,Acc,percent,True,3,3,36.333333333333336,4.041451884327381,"['ft-agent/main/tablebench_numerical_reasoning/run-1', 'ft-agent/main/tablebench_numerical_reasoning/run-2', 'ft-agent/main/tablebench_numerical_reasoning/run-3']"
ft-agent-main,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,accuracy,Acc,percent,True,3,3,41.666666666666664,1.1547005383792515,"['ft-agent/main/tablebench_numerical_reasoning/run-1', 'ft-agent/main/tablebench_numerical_reasoning/run-2', 'ft-agent/main/tablebench_numerical_reasoning/run-3']"
ft-agent-main,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,test,pass_at_1,P@1,percent,True,3,3,12.0,4.0,"['ft-agent/main/tablebench_visualization/run-1', 'ft-agent/main/tablebench_visualization/run-2', 'ft-agent/main/tablebench_visualization/run-3']"
ft-agent-main,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,gpt-5.2,2000,validation,pass_at_1,P@1,percent,True,3,3,14.666666666666666,6.110100926607787,"['ft-agent/main/tablebench_visualization/run-1', 'ft-agent/main/tablebench_visualization/run-2', 'ft-agent/main/tablebench_visualization/run-3']"
