paper_experiment_id,paper_group,runner,state,benchmark,target_model,training_policy,training_method,planner,data_limit,run_index,selection_source,candidate_source,selected_history_index,selected_loop_id,test_result_source,validation_metrics,test_metrics,diagnostics
ft-agent/main/chemcotbench_reaction/run-2,ft-agent-main,ft-agent,succeeded,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,baseline,,,post_selection,"{""accuracy"": 36.0, ""fingerprint_similarity"": 15.163333333333334}","{""accuracy"": 32.0, ""fingerprint_similarity"": 14.83}",
ft-agent/main/chemcotbench_reaction/run-3,ft-agent-main,ft-agent,succeeded,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 42.0, ""fingerprint_similarity"": 6.373333333333334}","{""accuracy"": 46.0, ""fingerprint_similarity"": 7.38}",
ft-agent/main/panorama_noc4pc/run-1,ft-agent-main,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,durable_checkpoint,,,post_selection,"{""macro_f1"": 24.94}","{""macro_f1"": 29.33}",
ft-agent/main/panorama_noc4pc/run-2,ft-agent-main,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 26.1}","{""macro_f1"": 30.15}",
ft-agent/main/panorama_noc4pc/run-3,ft-agent-main,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 18.57}","{""macro_f1"": 23.94}",
ft-agent/main/panorama_par4pc/run-1,ft-agent-main,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 74.82}","{""macro_f1"": 72.34}",
ft-agent/main/panorama_par4pc/run-2,ft-agent-main,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 74.07}","{""macro_f1"": 73.45}",
ft-agent/main/panorama_par4pc/run-3,ft-agent-main,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 74.64}","{""macro_f1"": 73.76}",
ft-agent/main/panorama_pi4pc/run-1,ft-agent-main,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,baseline,,,post_selection,"{""gold_hit_rate"": 51.0}","{""gold_hit_rate"": 43.0}",
ft-agent/main/panorama_pi4pc/run-2,ft-agent-main,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,baseline,,,post_selection,"{""gold_hit_rate"": 51.0}","{""gold_hit_rate"": 43.0}",
ft-agent/main/panorama_pi4pc/run-3,ft-agent-main,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""gold_hit_rate"": 59.0}","{""gold_hit_rate"": 59.0}",
ft-agent/main/tablebench_data_analysis/run-1,ft-agent-main,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,baseline,,,post_selection,"{""accuracy"": 33.507999999999996}","{""accuracy"": 33.236000000000004}",
ft-agent/main/tablebench_data_analysis/run-2,ft-agent-main,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,baseline,,,post_selection,"{""accuracy"": 33.507999999999996}","{""accuracy"": 33.236000000000004}",
ft-agent/main/tablebench_data_analysis/run-3,ft-agent-main,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 35.968}","{""accuracy"": 31.294}",
ft-agent/main/tablebench_fact_checking/run-1,ft-agent-main,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,baseline,,,post_selection,"{""accuracy"": 81.25}","{""accuracy"": 77.08}",
ft-agent/main/tablebench_fact_checking/run-2,ft-agent-main,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,baseline,,,post_selection,"{""accuracy"": 81.25}","{""accuracy"": 77.08}",
ft-agent/main/tablebench_fact_checking/run-3,ft-agent-main,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,baseline,,,post_selection,"{""accuracy"": 81.25}","{""accuracy"": 77.08}",
ft-agent/main/tablebench_numerical_reasoning/run-1,ft-agent-main,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,baseline,,,post_selection,"{""accuracy"": 41.0}","{""accuracy"": 34.0}",
ft-agent/main/tablebench_numerical_reasoning/run-2,ft-agent-main,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 43.0}","{""accuracy"": 41.0}",
ft-agent/main/tablebench_numerical_reasoning/run-3,ft-agent-main,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,baseline,,,post_selection,"{""accuracy"": 41.0}","{""accuracy"": 34.0}",
ft-agent/main/tablebench_visualization/run-1,ft-agent-main,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""pass_at_1"": 16.0}","{""pass_at_1"": 16.0}",
ft-agent/main/tablebench_visualization/run-2,ft-agent-main,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,2,validation_sweep,baseline,,,post_selection,"{""pass_at_1"": 8.0}","{""pass_at_1"": 8.0}",
ft-agent/main/tablebench_visualization/run-3,ft-agent-main,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,paper,lora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""pass_at_1"": 20.0}","{""pass_at_1"": 12.0}",
ft-agent/rslora-paired/main/FinanceIQ_gen/run-1,,ft-agent,succeeded,FinanceIQ_gen,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 62.090999999999994}","{""accuracy"": 60.41799999999999}",not_in_paper_inventory
ft-agent/rslora-paired/main/FinanceIQ_gen/run-2,,ft-agent,succeeded,FinanceIQ_gen,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 63.036}","{""accuracy"": 61.690999999999995}",not_in_paper_inventory
ft-agent/rslora-paired/main/FinanceIQ_gen/run-3,,ft-agent,succeeded,FinanceIQ_gen,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 61.126999999999995}","{""accuracy"": 61.927}",not_in_paper_inventory
ft-agent/rslora-paired/main/aime25/run-1,,ft-agent,succeeded,aime25,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 0.0}","{""accuracy"": 0.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/aime25/run-2,,ft-agent,succeeded,aime25,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 6.67}","{""accuracy"": 6.67}",not_in_paper_inventory
ft-agent/rslora-paired/main/aime25/run-3,,ft-agent,succeeded,aime25,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 0.0}","{""accuracy"": 0.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_edit/run-1,,ft-agent,succeeded,chemcotbench_mol_edit,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 63.333333333333336}","{""accuracy"": 61.10999999999999}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_edit/run-2,,ft-agent,succeeded,chemcotbench_mol_edit,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 68.89}","{""accuracy"": 54.44333333333333}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_edit/run-3,,ft-agent,succeeded,chemcotbench_mol_edit,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 58.89000000000001}","{""accuracy"": 64.44333333333333}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_opt/run-1,,ft-agent,succeeded,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""success_rate"": 19.333333333333332, ""valid_smiles_rate"": 47.0}","{""success_rate"": 15.333333333333334, ""valid_smiles_rate"": 51.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_opt/run-2,,ft-agent,succeeded,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""success_rate"": 34.0, ""valid_smiles_rate"": 81.33333333333333}","{""success_rate"": 33.0, ""valid_smiles_rate"": 79.66666666666667}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_opt/run-3,,ft-agent,succeeded,chemcotbench_mol_opt,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""success_rate"": 15.0, ""valid_smiles_rate"": 40.333333333333336}","{""success_rate"": 15.666666666666666, ""valid_smiles_rate"": 39.666666666666664}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_und/run-1,,ft-agent,succeeded,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 59.335, ""mae"": 1.27, ""tanimoto_similarity"": 0.25}","{""accuracy"": 56.0, ""mae"": 1.6, ""tanimoto_similarity"": 0.4}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_und/run-2,,ft-agent,succeeded,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 61.0, ""mae"": 0.28, ""tanimoto_similarity"": 0.24}","{""accuracy"": 68.33500000000001, ""mae"": 0.28, ""tanimoto_similarity"": 0.26}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_mol_und/run-3,,ft-agent,succeeded,chemcotbench_mol_und,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 73.33500000000001, ""mae"": 0.22, ""tanimoto_similarity"": 0.33}","{""accuracy"": 73.33500000000001, ""mae"": 0.16, ""tanimoto_similarity"": 0.26}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_reaction/run-1,,ft-agent,succeeded,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 58.0, ""fingerprint_similarity"": 1.95}","{""accuracy"": 44.0, ""fingerprint_similarity"": 5.44}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_reaction/run-2,,ft-agent,succeeded,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 8.0, ""fingerprint_similarity"": 21.209999999999997}","{""accuracy"": 2.0, ""fingerprint_similarity"": 23.67}",not_in_paper_inventory
ft-agent/rslora-paired/main/chemcotbench_reaction/run-3,,ft-agent,succeeded,chemcotbench_reaction,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 70.0, ""fingerprint_similarity"": 0.0}","{""accuracy"": 70.0, ""fingerprint_similarity"": 0.013333333333333334}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_noc4pc/run-1,,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_checkpoint,,,post_selection,"{""macro_f1"": 31.18}","{""macro_f1"": 29.71}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_noc4pc/run-2,,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_checkpoint,,,post_selection,"{""macro_f1"": 50.83}","{""macro_f1"": 45.71}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_noc4pc/run-3,,ft-agent,succeeded,panorama_noc4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""macro_f1"": 30.99}","{""macro_f1"": 38.33}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_par4pc/run-1,,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 75.54}","{""macro_f1"": 72.99}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_par4pc/run-2,,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 74.35}","{""macro_f1"": 71.53}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_par4pc/run-3,,ft-agent,succeeded,panorama_par4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""macro_f1"": 75.0}","{""macro_f1"": 73.05}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_pi4pc/run-1,,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""gold_hit_rate"": 50.0}","{""gold_hit_rate"": 51.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_pi4pc/run-2,,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_checkpoint,,,post_selection,"{""gold_hit_rate"": 51.0}","{""gold_hit_rate"": 52.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/panorama_pi4pc/run-3,,ft-agent,succeeded,panorama_pi4pc,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""gold_hit_rate"": 60.0}","{""gold_hit_rate"": 59.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_data_analysis/run-1,,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 35.12}","{""accuracy"": 30.782}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_data_analysis/run-2,,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 33.536}","{""accuracy"": 28.282}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_data_analysis/run-3,,ft-agent,succeeded,tablebench_data_analysis,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 36.87}","{""accuracy"": 30.308}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_fact_checking/run-1,,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 77.08}","{""accuracy"": 62.5}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_fact_checking/run-2,,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 79.17}","{""accuracy"": 68.75}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_fact_checking/run-3,,ft-agent,succeeded,tablebench_fact_checking,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 58.33}","{""accuracy"": 52.08}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-1,,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 37.0}","{""accuracy"": 24.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-2,,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_output,,,post_selection,"{""accuracy"": 31.0}","{""accuracy"": 28.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_numerical_reasoning/run-3,,ft-agent,succeeded,tablebench_numerical_reasoning,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""accuracy"": 21.0}","{""accuracy"": 8.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_visualization/run-1,,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,1,validation_sweep,durable_output,,,post_selection,"{""pass_at_1"": 12.0}","{""pass_at_1"": 8.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_visualization/run-2,,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,2,validation_sweep,durable_checkpoint,,,post_selection,"{""pass_at_1"": 0.0}","{""pass_at_1"": 0.0}",not_in_paper_inventory
ft-agent/rslora-paired/main/tablebench_visualization/run-3,,ft-agent,succeeded,tablebench_visualization,Qwen/Qwen2.5-7B-Instruct,rslora,rslora,gpt-5.2,2000,3,validation_sweep,durable_checkpoint,,,post_selection,"{""pass_at_1"": 8.0}","{""pass_at_1"": 20.0}",not_in_paper_inventory
